City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Dhidhdhoo,MV,2022-09-27 20:52:25,6.8833,73.1,80.98,77,49,16.33
294,Bloomingdale,US,2022-09-27 20:52:25,27.8936,-82.2404,83.86,87,75,7.0
295,Fort Nelson,CA,2022-09-27 20:52:25,58.8053,-122.7002,72.99,49,40,0.0
296,Kulhudhuffushi,MV,2022-09-27 20:52:26,6.6221,73.07,80.62,78,55,16.98
297,Ocala,US,2022-09-27 20:52:26,29.1872,-82.1401,82.27,76,100,3.42
298,Ghanzi,BW,2022-09-27 20:52:26,-21.5667,21.7833,76.28,19,5,9.62
299,Srednekolymsk,RU,2022-09-27 20:52:26,67.45,153.6833,26.11,78,61,10.02
300,Hasaki,JP,2022-09-27 20:52:27,35.7333,140.8333,66.6,67,99,20.24
301,Deputatskiy,RU,2022-09-27 20:52:27,69.3,139.9,19.36,97,100,4.12
302,Emba,KZ,2022-09-27 20:52:27,48.8264,58.1442,50.86,54,100,2.44
303,Novopokrovka,UA,2022-09-27 20:52:28,49.8425,36.5477,56.14,91,100,10.49
304,Calvillo,MX,2022-09-27 20:49:53,21.85,-102.7167,76.14,40,88,11.79
305,Raton,US,2022-09-27 20:52:28,36.9034,-104.4391,81.32,16,0,6.91
306,Geraldton,AU,2022-09-27 20:52:28,-28.7667,114.6,48.61,87,0,5.75
307,Devonport,AU,2022-09-27 20:52:29,-41.1667,146.35,52.23,90,92,2.93
308,Magdagachi,RU,2022-09-27 20:52:29,53.45,125.8,31.35,87,6,8.57
309,Lahij,YE,2022-09-27 20:52:29,13.1667,44.5833,88.66,43,8,3.58
310,Kamenka,RU,2022-09-27 20:52:30,51.3223,42.7678,56.57,80,100,6.8
311,Isangel,VU,2022-09-27 20:52:30,-19.55,169.2667,77.94,77,2,8.61
312,Uvat,RU,2022-09-27 20:52:30,59.1433,68.8953,25.95,96,93,6.71
313,Mayo,US,2022-09-27 20:52:31,38.8876,-76.5119,72.66,43,75,11.5
314,Matamoros,MX,2022-09-27 20:52:31,25.5333,-103.25,83.1,35,45,12.77
315,Sao Raimundo Nonato,BR,2022-09-27 20:52:31,-9.0153,-42.6994,84.09,26,3,3.27
316,Tuatapere,NZ,2022-09-27 20:52:31,-46.1333,167.6833,55.45,72,39,2.17
317,Altoona,US,2022-09-27 20:52:32,40.5187,-78.3947,58.12,73,98,1.01
318,Belmonte,BR,2022-09-27 20:52:32,-15.8631,-38.8828,74.1,83,3,6.11
319,Avera,US,2022-09-27 20:52:32,33.194,-82.5271,81.55,17,59,8.84
320,Auch,FR,2022-09-27 20:52:33,43.65,0.5833,61.25,88,90,5.99
321,San Fernando,PH,2022-09-27 20:52:33,15.0286,120.6898,80.33,93,100,0.67
322,Gazanjyk,TM,2022-09-27 20:52:34,39.2446,55.5154,69.15,25,0,14.61
323,Taoudenni,ML,2022-09-27 20:52:34,22.6783,-3.9836,100.38,15,14,9.69
324,Duku,NG,2022-09-27 20:53:34,11.2361,4.9073,74.77,89,53,4.16
325,Kutum,SD,2022-09-27 20:53:35,14.2,24.6667,81.37,36,14,6.91
326,Blind River,CA,2022-09-27 20:53:35,46.1834,-82.9582,55.51,80,100,14.56
327,Aranos,NA,2022-09-27 20:53:35,-24.1333,19.1167,75.7,19,82,11.18
328,Ouadda,CF,2022-09-27 20:53:35,8.0777,22.4007,65.88,96,90,1.05
329,Wasilla,US,2022-09-27 20:53:36,61.5814,-149.4394,51.19,65,0,6.91
330,Pachino,IT,2022-09-27 20:53:36,36.7186,15.0907,72.45,64,0,14.54
331,Laredo,US,2022-09-27 20:53:36,27.5064,-99.5075,89.89,25,0,9.22
332,Goderich,CA,2022-09-27 20:53:37,43.7501,-81.7165,58.91,94,100,2.3
333,Freeport,US,2022-09-27 20:53:37,40.6576,-73.5832,72.97,50,4,5.01
334,Florianopolis,BR,2022-09-27 20:51:24,-27.6146,-48.5012,69.03,64,75,11.5
335,Gashua,NG,2022-09-27 20:53:37,12.871,11.0482,79.66,58,100,9.04
336,Komsomolskiy,UZ,2022-09-27 20:53:38,40.4272,71.7189,63.32,48,0,0.0
337,Sicuani,PE,2022-09-27 20:53:38,-14.2694,-71.2261,60.69,31,100,11.72
338,Amapa,BR,2022-09-27 20:53:38,1.0,-52.0,84.76,49,99,3.42
339,Ballina,AU,2022-09-27 20:53:39,-28.8667,153.5667,64.02,92,90,9.17
340,Luangwa,ZM,2022-09-27 20:53:39,-15.6167,30.4167,83.86,31,87,6.24
341,Caravelas,BR,2022-09-27 20:53:39,-17.7125,-39.2481,74.08,82,0,8.88
342,Port Pirie,AU,2022-09-27 20:53:40,-33.1833,138.0167,45.21,91,12,3.67
343,Lamar,US,2022-09-27 20:53:40,33.6668,-95.5836,87.89,23,0,0.0
344,Hailey,US,2022-09-27 20:53:40,43.5196,-114.3153,83.98,23,0,9.22
345,Leon,MX,2022-09-27 20:51:49,21.1167,-101.6667,78.15,50,81,15.14
346,Faya,SA,2022-09-27 20:53:41,18.3851,42.4509,69.91,29,0,4.14
347,Kapit,MY,2022-09-27 20:53:41,2.0167,112.9333,72.41,98,97,0.85
348,Pasighat,IN,2022-09-27 20:53:41,28.0667,95.3333,73.74,91,36,2.28
349,Huanren,CN,2022-09-27 20:53:42,41.2647,125.3667,52.32,94,0,3.53
350,Toktogul,KG,2022-09-27 20:53:42,41.8708,72.9402,61.47,47,2,1.16
351,Kushima,JP,2022-09-27 20:53:42,31.4583,131.2333,71.76,94,23,2.68
352,Ganzhou,CN,2022-09-27 20:53:43,28.8184,115.4327,70.41,80,1,4.99
353,Jhajjar,IN,2022-09-27 20:53:43,28.6063,76.6565,78.91,67,0,2.17
354,Luganville,VU,2022-09-27 20:53:43,-15.5333,167.1667,80.51,80,46,10.63
355,Ongandjera,NA,2022-09-27 20:53:43,-17.8833,15.0667,74.25,16,3,14.61
356,Khislavichi,RU,2022-09-27 20:53:44,54.1871,32.1582,46.72,86,100,9.71
357,Pangkalanbuun,ID,2022-09-27 20:53:44,-2.6833,111.6167,73.36,96,100,1.9
358,Omboue,GA,2022-09-27 20:53:44,-1.5746,9.2618,75.31,89,100,5.26
359,Cairns,AU,2022-09-27 20:53:45,-16.9167,145.7667,75.15,85,40,6.91
360,Chitrakonda,IN,2022-09-27 20:53:45,18.1167,82.0833,73.15,93,68,1.74
361,Saint-Pierre,RE,2022-09-27 20:53:45,-21.3393,55.4781,65.88,63,0,6.91
362,Pires Do Rio,BR,2022-09-27 20:53:46,-17.2997,-48.2794,77.32,58,99,2.68
363,Kirensk,RU,2022-09-27 20:53:46,57.7853,108.1119,26.65,96,98,2.57
364,Sept-Iles,CA,2022-09-27 20:51:02,50.2001,-66.3821,54.03,90,75,5.99
365,Burnie,AU,2022-09-27 20:53:46,-41.0667,145.9167,50.76,91,84,5.64
366,Berbera,SO,2022-09-27 20:53:47,10.4396,45.0143,91.62,51,49,6.11
367,Oskemen,KZ,2022-09-27 20:53:47,49.9565,82.6119,51.76,54,100,4.47
368,Lishu,CN,2022-09-27 20:53:47,43.3047,124.3278,61.02,69,4,19.46
369,Pevek,RU,2022-09-27 20:53:48,69.7008,170.3133,28.17,77,75,4.34
370,Shahr-E Babak,IR,2022-09-27 20:53:48,30.1165,55.1186,68.02,12,0,6.78
371,Coyah,GN,2022-09-27 20:53:48,9.75,-13.4167,77.95,90,96,1.16
372,Bollnas,SE,2022-09-27 20:54:50,61.3482,16.3946,51.57,95,100,7.49
373,Gladstone,AU,2022-09-27 20:50:26,-23.85,151.25,64.33,82,75,5.75
374,Brae,GB,2022-09-27 20:54:50,60.3964,-1.353,51.1,89,76,14.0
375,Verkhovazhye,RU,2022-09-27 20:54:51,60.7472,42.0465,42.51,95,100,7.2
376,Umm Lajj,SA,2022-09-27 20:54:51,25.0213,37.2685,89.64,33,2,4.92
377,Maceio,BR,2022-09-27 20:54:51,-9.6658,-35.7353,78.24,73,0,5.75
378,Iquique,CL,2022-09-27 20:51:34,-20.2208,-70.1431,62.64,71,15,7.52
379,Mount Isa,AU,2022-09-27 20:54:51,-20.7333,139.5,62.37,88,100,8.05
380,Corn Island,NI,2022-09-27 20:54:52,12.1694,-83.0418,83.01,71,97,5.46
381,Masvingo,ZW,2022-09-27 20:54:52,-20.0637,30.8277,72.07,43,5,9.31
382,Kuntaur,GM,2022-09-27 20:54:53,13.6667,-14.8833,79.34,81,99,1.41
383,Te Anau,NZ,2022-09-27 20:50:08,-45.4167,167.7167,50.65,81,87,1.45
384,Hope,US,2022-09-27 20:54:53,33.6671,-93.5916,82.08,19,0,6.53
385,Moron,AR,2022-09-27 20:54:53,-34.6534,-58.6198,77.02,41,13,7.94
386,Batagay-Alyta,RU,2022-09-27 20:54:54,67.8006,130.4114,22.33,94,100,3.6
387,Karratha,AU,2022-09-27 20:54:54,-20.7377,116.8463,70.52,42,47,6.55
388,Bungu,TZ,2022-09-27 20:54:55,-7.6337,39.0582,66.65,90,21,2.26
389,Koltubanovskiy,RU,2022-09-27 20:54:55,52.9407,52.0269,46.58,87,100,4.85
390,Mata,PT,2022-09-27 20:54:55,40.683,-7.4592,57.6,79,3,4.5
391,Yeppoon,AU,2022-09-27 20:54:56,-23.1333,150.7333,65.98,78,96,5.03
392,Kampong Thum,KH,2022-09-27 20:54:56,12.7111,104.8887,74.44,93,100,5.46
393,Nantucket,US,2022-09-27 20:54:56,41.2835,-70.0995,73.51,58,4,14.36
394,Kamaishi,JP,2022-09-27 20:54:56,39.2667,141.8833,63.28,61,100,9.26
395,Pangody,RU,2022-09-27 20:54:57,65.85,74.4859,26.78,89,74,9.15
396,Dahuk,IQ,2022-09-27 20:54:57,36.8695,42.994,75.81,18,0,3.18
397,Yasnyy,RU,2022-09-27 20:54:57,51.0333,59.8742,41.0,68,97,7.29
398,Rio Gallegos,AR,2022-09-27 20:54:58,-51.6226,-69.2181,53.28,51,14,30.31
399,Bethel,US,2022-09-27 20:54:58,41.3712,-73.414,69.03,64,32,1.01
400,Doha,QA,2022-09-27 20:54:58,25.2867,51.5333,87.78,56,0,8.05
401,High Level,CA,2022-09-27 20:54:59,58.5169,-117.136,73.51,46,20,5.75
402,Clyde River,CA,2022-09-27 20:54:59,70.4692,-68.5914,35.83,75,20,10.36
403,Talnakh,RU,2022-09-27 20:54:59,69.4865,88.3972,19.33,82,40,4.07
404,Road Town,VG,2022-09-27 20:55:00,18.4167,-64.6167,86.04,70,40,10.36
405,Nioro,GM,2022-09-27 20:55:00,13.35,-15.75,77.27,85,91,3.42
406,Severo-Kurilsk,RU,2022-09-27 20:55:00,50.6789,156.125,49.14,77,16,15.75
407,Phalodi,IN,2022-09-27 20:55:00,27.1333,72.3667,85.82,41,0,11.39
408,La Ronge,CA,2022-09-27 20:55:01,55.1001,-105.2842,71.82,28,40,12.66
409,Sitka,US,2022-09-27 20:52:09,57.0531,-135.33,53.49,94,100,0.0
410,Vila Franca Do Campo,PT,2022-09-27 20:55:01,37.7167,-25.4333,69.19,77,26,10.09
411,Wahiawa,US,2022-09-27 20:55:01,21.5028,-158.0236,81.18,61,75,12.66
412,Tezu,IN,2022-09-27 20:55:02,27.9167,96.1667,73.71,82,17,2.75
413,Riyadh,SA,2022-09-27 20:51:00,24.6877,46.7219,78.94,10,0,6.02
414,Cordoba,AR,2022-09-27 20:55:02,-31.4135,-64.1811,58.05,62,100,16.11
415,Carutapera,BR,2022-09-27 20:53:19,-1.195,-46.02,80.55,74,24,9.75
416,Wanning,CN,2022-09-27 20:55:03,18.8003,110.3967,80.02,89,99,17.16
417,Bure,ET,2022-09-27 20:56:03,10.7,37.0667,55.06,92,54,3.71
418,Roma,US,2022-09-27 20:54:03,43.2128,-75.4557,57.72,94,100,9.08
419,Sao Jose Da Coroa Grande,BR,2022-09-27 20:56:04,-8.8978,-35.1478,74.61,68,5,6.51
420,Flinders,AU,2022-09-27 20:56:04,-34.5833,150.8552,57.18,92,87,5.99
421,Krasnooktyabrskiy,RU,2022-09-27 20:56:04,44.9328,38.3712,64.09,71,100,1.19
422,Kunming,CN,2022-09-27 20:56:05,25.0389,102.7183,62.53,77,40,6.71
423,Palivere,EE,2022-09-27 20:56:05,58.9664,23.8911,47.62,84,11,7.47
424,Weligama,LK,2022-09-27 20:56:05,5.9667,80.4167,78.19,86,97,11.56
425,Inhambane,MZ,2022-09-27 20:56:06,-23.865,35.3833,72.3,93,9,6.78
426,Samarai,PG,2022-09-27 20:56:06,-10.6167,150.6667,81.99,80,100,9.28
427,Balkanabat,TM,2022-09-27 20:56:06,39.5108,54.3671,75.51,22,0,15.75
428,Bayir,TR,2022-09-27 20:56:07,37.2687,28.2167,63.12,65,37,6.29
429,Chengam,IN,2022-09-27 20:56:07,12.3,78.8,77.94,73,97,1.59
430,Qianan,CN,2022-09-27 20:56:07,44.9932,124.0581,61.97,67,8,14.2
431,Mercedes,AR,2022-09-27 20:56:08,-34.6515,-59.4307,76.03,26,21,12.5
432,Bonavista,CA,2022-09-27 20:52:10,48.6499,-53.1147,63.59,90,100,15.95
433,Wanaka,NZ,2022-09-27 20:56:08,-44.7,169.15,49.1,83,96,3.51
434,Nabire,ID,2022-09-27 20:56:09,-3.3667,135.4833,74.37,92,99,3.22
435,Tessalit,ML,2022-09-27 20:56:09,20.1986,1.0114,96.44,12,72,5.68
436,Chioggia,IT,2022-09-27 20:56:09,45.2256,12.2889,60.1,78,56,15.86
437,Bikin,RU,2022-09-27 20:56:10,46.8161,134.26,48.63,87,0,6.33
438,Rio Grande,BR,2022-09-27 20:56:10,-32.035,-52.0986,73.51,84,0,13.13
439,Canutama,BR,2022-09-27 20:56:11,-6.5339,-64.3831,92.48,37,91,3.91
440,San Ramon,US,2022-09-27 20:56:11,37.7799,-121.978,82.83,51,19,8.99
441,Ocos,GT,2022-09-27 20:56:12,14.5094,-92.1933,81.77,76,49,6.87
442,Berdigestyakh,RU,2022-09-27 20:51:54,62.0989,126.6992,28.53,82,100,9.78
443,Luorong,CN,2022-09-27 20:56:12,24.4058,109.6086,76.15,56,26,6.24
444,Lasa,IT,2022-09-27 20:56:13,46.6166,10.7002,46.36,80,21,3.85
445,Noshiro,JP,2022-09-27 20:56:13,40.2039,140.0242,62.47,68,100,6.04
446,Dzhebariki-Khaya,RU,2022-09-27 20:56:13,62.2167,135.8,36.21,99,100,3.02
447,Ugoofaaru,MV,2022-09-27 20:56:14,5.6667,73.0,82.18,73,30,17.34
448,Winnemucca,US,2022-09-27 20:56:14,40.973,-117.7357,86.85,12,13,10.78
449,Portland,US,2022-09-27 20:53:45,45.5234,-122.6762,84.47,53,2,5.99
450,Quelimane,MZ,2022-09-27 20:55:08,-17.8786,36.8883,76.95,88,20,13.0
451,Hambantota,LK,2022-09-27 20:56:14,6.1241,81.1185,78.76,83,96,16.02
452,Okhotsk,RU,2022-09-27 20:56:15,59.3833,143.3,39.0,72,100,9.71
453,Rincon De La Victoria,ES,2022-09-27 20:55:48,36.7172,-4.2758,77.85,35,0,8.88
454,Cap Malheureux,MU,2022-09-27 20:56:15,-19.9842,57.6142,71.47,64,52,7.0
455,Ciro Marina,IT,2022-09-27 20:56:16,39.3732,17.126,70.48,60,0,9.13
456,Quebo,GW,2022-09-27 20:56:16,11.3333,-14.9333,75.85,89,100,3.85
457,Atasu,KZ,2022-09-27 20:56:17,48.6814,71.6433,46.04,70,79,7.78
458,Hukuntsi,BW,2022-09-27 20:56:17,-24.0,21.75,76.68,20,94,7.36
459,Chippewa Falls,US,2022-09-27 20:56:18,44.9369,-91.3929,53.78,62,47,10.96
460,Kupang,ID,2022-09-27 20:56:18,-10.1667,123.5833,77.09,84,87,3.83
461,Cherdyn,RU,2022-09-27 20:57:18,60.403,56.4787,26.06,79,7,2.93
462,Zhuhai,CN,2022-09-27 20:57:19,22.2769,113.5678,84.85,74,20,14.97
463,Vaitape,PF,2022-09-27 20:57:19,-16.5167,-151.75,78.42,74,7,14.05
464,Dongkan,CN,2022-09-27 20:57:19,33.9997,119.8308,65.1,75,100,2.82
465,Nemuro,JP,2022-09-27 20:57:20,43.3236,145.575,61.7,79,100,2.55
466,Voh,NC,2022-09-27 20:57:20,-20.9667,164.7,78.24,68,8,3.96
467,Kumano,JP,2022-09-27 20:57:20,34.3442,132.5894,66.09,90,100,6.11
468,Muros,ES,2022-09-27 20:57:21,42.7762,-9.0603,65.08,83,13,6.82
469,Anito,PH,2022-09-27 20:57:21,12.4497,125.2886,76.8,89,100,3.53
470,Henderson,US,2022-09-27 20:56:13,36.0397,-114.9819,98.83,22,89,3.74
471,Laguna,US,2022-09-27 20:57:21,38.421,-121.4238,91.31,40,0,6.91
472,Port Hardy,CA,2022-09-27 20:57:22,50.6996,-127.4199,55.58,100,100,4.61
473,Tres Lagoas,BR,2022-09-27 20:57:22,-20.7511,-51.6783,82.76,54,92,1.57
474,Challapata,BO,2022-09-27 20:57:23,-18.9,-66.7667,60.08,6,0,22.77
475,Temir,KZ,2022-09-27 20:57:23,49.1414,57.13,49.96,57,100,4.65
476,Fort Frances,CA,2022-09-27 20:53:42,48.5999,-93.4003,53.17,47,0,10.36
477,Shirokiy,RU,2022-09-27 20:57:24,49.758,129.523,44.8,63,100,9.53
478,Mayna,RU,2022-09-27 20:57:24,54.1135,47.6231,47.62,79,100,9.48
479,San Jeronimo,PE,2022-09-27 20:57:24,-11.9472,-75.2829,59.85,54,100,8.32
480,Trincomalee,LK,2022-09-27 20:57:25,8.5711,81.2335,78.21,84,83,11.86
481,Ereymentau,KZ,2022-09-27 20:57:25,51.6199,73.1033,34.52,95,100,11.65
482,Painesville,US,2022-09-27 20:57:26,41.7245,-81.2457,60.46,66,40,20.71
483,Altamira,BR,2022-09-27 20:57:26,-3.2033,-52.2064,91.49,55,40,2.3
484,Lac-Au-Saumon,CA,2022-09-27 20:57:27,48.421,-67.3476,58.33,84,100,5.68
485,Kurilsk,RU,2022-09-27 20:57:27,45.2333,147.8833,57.51,75,100,3.22
486,Pedernales,DO,2022-09-27 20:57:27,18.0384,-71.744,85.98,66,53,4.41
487,Vizianagaram,IN,2022-09-27 20:57:27,18.1167,83.4167,78.31,89,18,0.65
488,Talara,PE,2022-09-27 20:57:28,-4.5772,-81.2719,75.96,57,0,14.97
489,Moerai,PF,2022-09-27 20:57:28,-22.4333,-151.3333,74.07,82,67,11.12
490,Puerto Leguizamo,CO,2022-09-27 20:57:28,-0.1934,-74.7819,88.68,52,81,1.99
491,Guerrero Negro,MX,2022-09-27 20:57:29,27.9769,-114.0611,87.8,47,8,8.39
492,Farah,AF,2022-09-27 20:57:29,32.5,62.5,68.34,21,0,2.71
493,Camrose,CA,2022-09-27 20:57:29,53.0168,-112.8353,73.92,34,15,8.75
494,Betong,TH,2022-09-27 20:57:30,5.7743,101.0723,71.71,98,100,1.45
495,Imperia,IT,2022-09-27 20:57:30,43.9667,7.7833,60.4,72,96,5.08
496,Ciudad Bolivar,VE,2022-09-27 20:57:30,8.1222,-63.5497,89.73,55,100,6.11
497,Taybad,IR,2022-09-27 20:57:31,34.74,60.7756,65.82,31,0,12.59
498,Hami,CN,2022-09-27 20:55:46,42.8,93.45,66.83,33,0,15.17
499,Khromtau,KZ,2022-09-27 20:57:31,50.2503,58.4347,46.72,74,90,6.44
500,Vardo,NO,2022-09-27 20:53:21,70.3705,31.1107,46.38,93,75,3.44
501,Kirakira,SB,2022-09-27 20:57:31,-10.4544,161.9205,81.63,70,53,8.57
502,Neuquen,AR,2022-09-27 20:57:32,-38.9516,-68.0591,66.09,24,0,3.44
503,Vanavara,RU,2022-09-27 20:57:32,60.34,102.2797,27.36,93,100,3.02
504,Plouzane,FR,2022-09-27 20:57:32,48.3833,-4.6167,60.85,91,100,19.57
505,Surt,LY,2022-09-27 20:57:33,31.2089,16.5887,80.8,77,4,9.37
506,Tura,IN,2022-09-27 20:57:33,25.5198,90.2201,72.21,93,77,3.04
507,Biak,ID,2022-09-27 20:58:34,-0.9131,122.8766,75.4,82,39,2.46
508,Nizhniy Kuranakh,RU,2022-09-27 20:58:34,58.8353,125.4869,27.57,82,100,4.72
509,Petrokamenskoye,RU,2022-09-27 20:58:34,57.716,60.6484,23.54,94,54,4.5
510,Santo Antonio Do Ica,BR,2022-09-27 20:58:34,-3.1022,-67.9397,88.03,57,83,2.35
511,Ibirama,BR,2022-09-27 20:58:35,-27.0569,-49.5178,65.61,97,100,3.49
512,Iisalmi,FI,2022-09-27 20:58:35,63.5592,27.1907,44.98,97,100,3.04
513,Nyurba,RU,2022-09-27 20:58:35,63.2842,118.3319,23.65,88,42,4.14
514,San Quintin,MX,2022-09-27 20:58:36,30.4833,-115.95,78.57,67,1,12.59
515,Mianyang,CN,2022-09-27 20:58:36,31.4593,104.7542,62.82,88,100,2.35
516,Solwezi,ZM,2022-09-27 20:58:36,-12.1688,26.3894,67.96,40,50,3.38
517,Gravdal,NO,2022-09-27 20:58:37,68.1214,13.5031,49.89,66,0,1.14
518,Aasiaat,GL,2022-09-27 20:58:37,68.7098,-52.8699,38.12,97,100,5.77
519,Laje,BR,2022-09-27 20:58:37,-10.1833,-40.9667,80.76,24,0,8.23
520,Daltenganj,IN,2022-09-27 20:58:38,24.0333,84.0667,77.68,80,74,3.18
521,Svetlogorsk,BY,2022-09-27 20:58:38,52.6333,29.7333,48.15,95,99,4.85
522,Dandong,CN,2022-09-27 20:58:39,40.1292,124.3947,55.4,86,71,2.42
523,Kangaatsiaq,GL,2022-09-27 20:58:39,68.3065,-53.4641,40.71,94,100,4.7
524,Oussouye,SN,2022-09-27 20:58:40,12.485,-16.5469,78.98,81,77,4.97
525,Skibbereen,IE,2022-09-27 20:58:40,51.55,-9.2667,59.11,90,100,19.24
526,Nome,US,2022-09-27 20:58:40,64.5011,-165.4064,44.17,93,94,9.98
527,Dingle,PH,2022-09-27 20:58:41,10.9995,122.6711,75.47,93,100,1.99
528,Blagoveshchensk,RU,2022-09-27 20:58:41,50.2667,127.5333,45.21,53,20,4.47
529,Chanute,US,2022-09-27 20:58:41,37.6792,-95.4572,88.45,15,1,6.73
530,Rocha,UY,2022-09-27 20:56:15,-34.4833,-54.3333,59.09,81,0,6.49
531,Bathsheba,BB,2022-09-27 20:58:42,13.2167,-59.5167,83.01,94,40,8.05
532,San Rafael,AR,2022-09-27 20:58:42,-34.6177,-68.3301,64.53,31,95,11.01
533,Ovalle,CL,2022-09-27 20:58:42,-30.5983,-71.2003,69.75,42,38,8.05
534,Araouane,ML,2022-09-27 20:58:43,18.9048,-3.5265,100.11,12,34,2.24
535,Zhezkazgan,KZ,2022-09-27 20:58:43,47.8043,67.7144,48.0,60,8,8.12
536,Robertson,US,2022-09-27 20:58:43,36.5167,-86.8667,76.75,26,0,10.36
537,Hadejia,NG,2022-09-27 20:58:43,12.4498,10.0444,77.65,54,100,14.76
538,Najran,SA,2022-09-27 20:58:44,17.4924,44.1277,77.65,26,0,3.56
539,Nam Som,TH,2022-09-27 20:58:44,17.7704,102.1895,72.77,91,77,3.33
540,Kirchhain,DE,2022-09-27 20:58:45,50.8167,8.9667,47.41,93,100,6.76
541,Bandarbeyla,SO,2022-09-27 20:58:45,9.4942,50.8122,77.9,84,91,17.58
542,Mahebourg,MU,2022-09-27 20:55:08,-20.4081,57.7,71.89,60,75,10.36
543,Mount Gambier,AU,2022-09-27 20:58:24,-37.8333,140.7667,51.28,80,97,7.67
